source	pathway_id	pathway_name	bg_eligible_genes
GO_BP	GO:0002718	regulation of cytokine production involved in immune response	2
GO_BP	GO:0002719	negative regulation of cytokine production involved in immune response	1
GO_BP	GO:0002720	positive regulation of cytokine production involved in immune response	7
GO_BP	GO:0002721	regulation of B cell cytokine production	1
GO_BP	GO:0002724	regulation of T cell cytokine production	3
GO_BP	GO:0002725	negative regulation of T cell cytokine production	2
GO_BP	GO:0002726	positive regulation of T cell cytokine production	5
GO_BP	GO:0002731	negative regulation of dendritic cell cytokine production	1
GO_BP	GO:0002732	positive regulation of dendritic cell cytokine production	2
GO_BP	GO:0002735	positive regulation of myeloid dendritic cell cytokine production	2
GO_BP	GO:0002747	antigen processing and presentation following phagocytosis	1
GO_BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	3
GO_BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	13
GO_BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	12
GO_BP	GO:0002757	immune response-activating signaling pathway	1
GO_BP	GO:0002758	innate immune response-activating signaling pathway	1
GO_BP	GO:0002764	immune response-regulating signaling pathway	1
GO_BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	4
GO_BP	GO:0002774	Fc receptor mediated inhibitory signaling pathway	1
GO_BP	GO:0002791	regulation of peptide secretion	1
GO_BP	GO:0002792	negative regulation of peptide secretion	1
GO_BP	GO:0002819	regulation of adaptive immune response	3
GO_BP	GO:0002820	negative regulation of adaptive immune response	1
GO_BP	GO:0002821	positive regulation of adaptive immune response	8
GO_BP	GO:0002826	negative regulation of T-helper 1 type immune response	1
GO_BP	GO:0002827	positive regulation of T-helper 1 type immune response	2
GO_BP	GO:0002829	negative regulation of type 2 immune response	1
GO_BP	GO:0002830	positive regulation of type 2 immune response	2
GO_BP	GO:0002834	regulation of response to tumor cell	1
GO_BP	GO:0002839	positive regulation of immune response to tumor cell	1
GO_BP	GO:0002841	negative regulation of T cell mediated immune response to tumor cell	6
GO_BP	GO:0002842	positive regulation of T cell mediated immune response to tumor cell	5
GO_BP	GO:0002854	positive regulation of T cell mediated cytotoxicity directed against tumor cell target	1
GO_BP	GO:0002859	negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	1
GO_BP	GO:0002860	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target	1
GO_BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	16
GO_BP	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	2
GO_BP	GO:0002865	negative regulation of acute inflammatory response to antigenic stimulus	1
GO_BP	GO:0002866	positive regulation of acute inflammatory response to antigenic stimulus	1
GO_BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	1
GO_BP	GO:0002897	positive regulation of central B cell tolerance induction	1
GO_BP	GO:0002902	regulation of B cell apoptotic process	1
GO_BP	GO:0002903	negative regulation of B cell apoptotic process	4
GO_BP	GO:0002904	positive regulation of B cell apoptotic process	1
GO_BP	GO:0002906	negative regulation of mature B cell apoptotic process	1
GO_BP	GO:0002920	regulation of humoral immune response	1
GO_BP	GO:0002924	negative regulation of humoral immune response mediated by circulating immunoglobulin	1
GO_BP	GO:0002926	tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation	3
GO_BP	GO:0002930	trabecular meshwork development	1
GO_BP	GO:0002931	response to ischemia	20
GO_BP	GO:0002934	desmosome organization	3
GO_BP	GO:0002939	tRNA N1-guanine methylation	3
GO_BP	GO:0002940	tRNA N2-guanine methylation	2
GO_BP	GO:0002943	tRNA dihydrouridine synthesis	3
GO_BP	GO:0002946	tRNA C5-cytosine methylation	1
GO_BP	GO:0002949	tRNA threonylcarbamoyladenosine modification	2
GO_BP	GO:0003006	developmental process involved in reproduction	1
GO_BP	GO:0003007	heart morphogenesis	13
GO_BP	GO:0003009	skeletal muscle contraction	9
GO_BP	GO:0003014	renal system process	5
GO_BP	GO:0003015	heart process	3
GO_BP	GO:0003016	respiratory system process	1
GO_BP	GO:0003029	detection of hypoxic conditions in blood by carotid body chemoreceptor signaling	1
GO_BP	GO:0003032	detection of oxygen	1
GO_BP	GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal	1
GO_BP	GO:0003050	regulation of systemic arterial blood pressure by atrial natriuretic peptide	1
GO_BP	GO:0003051	angiotensin-mediated drinking behavior	1
GO_BP	GO:0003056	regulation of vascular associated smooth muscle contraction	2
GO_BP	GO:0003062	regulation of heart rate by chemical signal	1
GO_BP	GO:0003064	regulation of heart rate by hormone	1
GO_BP	GO:0003065	positive regulation of heart rate by epinephrine	1
GO_BP	GO:0003069	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure	1
GO_BP	GO:0003073	regulation of systemic arterial blood pressure	4
GO_BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	3
GO_BP	GO:0003084	positive regulation of systemic arterial blood pressure	3
GO_BP	GO:0003085	negative regulation of systemic arterial blood pressure	4
GO_BP	GO:0003091	renal water homeostasis	17
GO_BP	GO:0003093	regulation of glomerular filtration	2
GO_BP	GO:0003094	glomerular filtration	10
GO_BP	GO:0003096	renal sodium ion transport	1
GO_BP	GO:0003097	renal water transport	1
GO_BP	GO:0003100	regulation of systemic arterial blood pressure by endothelin	3
GO_BP	GO:0003104	positive regulation of glomerular filtration	2
GO_BP	GO:0003105	negative regulation of glomerular filtration	2
GO_BP	GO:0003108	negative regulation of the force of heart contraction by chemical signal	1
GO_BP	GO:0003127	detection of nodal flow	1
GO_BP	GO:0003129	heart induction	4
GO_BP	GO:0003133	endodermal-mesodermal cell signaling	1
GO_BP	GO:0003138	primary heart field specification	1
GO_BP	GO:0003139	secondary heart field specification	4
GO_BP	GO:0003140	determination of left/right asymmetry in lateral mesoderm	6
GO_BP	GO:0003142	cardiogenic plate morphogenesis	1
GO_BP	GO:0003143	embryonic heart tube morphogenesis	5
GO_BP	GO:0003148	outflow tract septum morphogenesis	19
GO_BP	GO:0003149	membranous septum morphogenesis	5
GO_BP	GO:0003150	muscular septum morphogenesis	2
GO_BP	GO:0003151	outflow tract morphogenesis	32
GO_BP	GO:0003156	regulation of animal organ formation	1
GO_BP	GO:0003157	endocardium development	1
GO_BP	GO:0003158	endothelium development	2
GO_BP	GO:0003160	endocardium morphogenesis	2
GO_BP	GO:0003161	cardiac conduction system development	1
GO_BP	GO:0003163	sinoatrial node development	2
GO_BP	GO:0003165	Purkinje myocyte development	2
GO_BP	GO:0003166	bundle of His development	1
GO_BP	GO:0003167	atrioventricular bundle cell differentiation	1
GO_BP	GO:0003169	coronary vein morphogenesis	2
GO_BP	GO:0003170	heart valve development	7
GO_BP	GO:0003171	atrioventricular valve development	1
GO_BP	GO:0003172	sinoatrial valve development	1
GO_BP	GO:0003176	aortic valve development	5
GO_BP	GO:0003177	pulmonary valve development	4
GO_BP	GO:0003179	heart valve morphogenesis	5
GO_BP	GO:0003180	aortic valve morphogenesis	29
GO_BP	GO:0003181	atrioventricular valve morphogenesis	9
GO_BP	GO:0003183	mitral valve morphogenesis	8
GO_BP	GO:0003184	pulmonary valve morphogenesis	17
GO_BP	GO:0003185	sinoatrial valve morphogenesis	1
GO_BP	GO:0003186	tricuspid valve morphogenesis	5
GO_BP	GO:0003188	heart valve formation	1
GO_BP	GO:0003189	aortic valve formation	2
GO_BP	GO:0003190	atrioventricular valve formation	3
GO_BP	GO:0003192	mitral valve formation	3
GO_BP	GO:0003195	tricuspid valve formation	1
GO_BP	GO:0003197	endocardial cushion development	3
GO_BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	5
GO_BP	GO:0003199	endocardial cushion to mesenchymal transition involved in heart valve formation	1
GO_BP	GO:0003203	endocardial cushion morphogenesis	16
GO_BP	GO:0003207	cardiac chamber formation	1
GO_BP	GO:0003208	cardiac ventricle morphogenesis	6
GO_BP	GO:0003209	cardiac atrium morphogenesis	3
GO_BP	GO:0003210	cardiac atrium formation	1
GO_BP	GO:0003211	cardiac ventricle formation	1
GO_BP	GO:0003213	cardiac right atrium morphogenesis	2
GO_BP	GO:0003214	cardiac left ventricle morphogenesis	9
GO_BP	GO:0003215	cardiac right ventricle morphogenesis	7
GO_BP	GO:0003220	left ventricular cardiac muscle tissue morphogenesis	2
GO_BP	GO:0003221	right ventricular cardiac muscle tissue morphogenesis	1
GO_BP	GO:0003222	ventricular trabecula myocardium morphogenesis	8
GO_BP	GO:0003223	ventricular compact myocardium morphogenesis	6
GO_BP	GO:0003229	ventricular cardiac muscle tissue development	1
GO_BP	GO:0003231	cardiac ventricle development	2
GO_BP	GO:0003241	growth involved in heart morphogenesis	1
GO_BP	GO:0003245	cardiac muscle tissue growth involved in heart morphogenesis	1
GO_BP	GO:0003254	regulation of membrane depolarization	4
GO_BP	GO:0003272	endocardial cushion formation	10
GO_BP	GO:0003273	cell migration involved in endocardial cushion formation	2
GO_BP	GO:0003274	endocardial cushion fusion	3
GO_BP	GO:0003279	cardiac septum development	2
GO_BP	GO:0003281	ventricular septum development	8
GO_BP	GO:0003283	atrial septum development	4
GO_BP	GO:0003289	atrial septum primum morphogenesis	3
GO_BP	GO:0003300	cardiac muscle hypertrophy	2
GO_BP	GO:0003309	type B pancreatic cell differentiation	2
GO_BP	GO:0003310	pancreatic A cell differentiation	2
GO_BP	GO:0003322	pancreatic A cell development	1
GO_BP	GO:0003323	type B pancreatic cell development	5
GO_BP	GO:0003330	regulation of extracellular matrix constituent secretion	1
GO_BP	GO:0003331	positive regulation of extracellular matrix constituent secretion	2
GO_BP	GO:0003332	negative regulation of extracellular matrix constituent secretion	3
GO_BP	GO:0003333	amino acid transmembrane transport	15
GO_BP	GO:0003334	keratinocyte development	1
GO_BP	GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	1
GO_BP	GO:0003338	metanephros morphogenesis	1
GO_BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	1
GO_BP	GO:0003341	cilium movement	26
GO_BP	GO:0003344	pericardium morphogenesis	4
GO_BP	GO:0003345	proepicardium cell migration involved in pericardium morphogenesis	1
GO_BP	GO:0003351	epithelial cilium movement involved in extracellular fluid movement	3
GO_BP	GO:0003352	regulation of cilium movement	3
GO_BP	GO:0003356	regulation of cilium beat frequency	5
GO_BP	GO:0003357	noradrenergic neuron differentiation	2
GO_BP	GO:0003358	noradrenergic neuron development	2
GO_BP	GO:0003359	noradrenergic neuron fate commitment	1
GO_BP	GO:0003360	brainstem development	1
GO_BP	GO:0003363	lamellipodium assembly involved in ameboidal cell migration	1
GO_BP	GO:0003365	establishment of cell polarity involved in ameboidal cell migration	3
GO_BP	GO:0003366	cell-matrix adhesion involved in ameboidal cell migration	1
GO_BP	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	9
GO_BP	GO:0003382	epithelial cell morphogenesis	5
GO_BP	GO:0003383	apical constriction	2
GO_BP	GO:0003401	axis elongation	1
GO_BP	GO:0003404	optic vesicle morphogenesis	1
GO_BP	GO:0003406	retinal pigment epithelium development	2
GO_BP	GO:0003407	neural retina development	7
GO_BP	GO:0003408	optic cup formation involved in camera-type eye development	1
GO_BP	GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	1
GO_BP	GO:0003415	chondrocyte hypertrophy	1
GO_BP	GO:0003416	endochondral bone growth	3
GO_BP	GO:0003418	growth plate cartilage chondrocyte differentiation	1
GO_BP	GO:0003419	growth plate cartilage chondrocyte proliferation	1
GO_BP	GO:0003421	growth plate cartilage axis specification	1
GO_BP	GO:0003430	growth plate cartilage chondrocyte growth	2
GO_BP	GO:0003431	growth plate cartilage chondrocyte development	1
GO_BP	GO:0005513	detection of calcium ion	13
GO_BP	GO:0005975	carbohydrate metabolic process	34
GO_BP	GO:0005976	polysaccharide metabolic process	2
GO_BP	GO:0005977	glycogen metabolic process	12
GO_BP	GO:0005978	glycogen biosynthetic process	9
GO_BP	GO:0005979	regulation of glycogen biosynthetic process	8
GO_BP	GO:0005980	glycogen catabolic process	11
GO_BP	GO:0005984	disaccharide metabolic process	1
GO_BP	GO:0005989	lactose biosynthetic process	1
GO_BP	GO:0005997	xylulose metabolic process	2
GO_BP	GO:0005998	xylulose catabolic process	1
GO_BP	GO:0006000	fructose metabolic process	3
GO_BP	GO:0006002	fructose 6-phosphate metabolic process	8
GO_BP	GO:0006003	fructose 2,6-bisphosphate metabolic process	3
GO_BP	GO:0006004	fucose metabolic process	4
GO_BP	GO:0006006	glucose metabolic process	21
GO_BP	GO:0006007	glucose catabolic process	2
GO_BP	GO:0006011	UDP-alpha-D-glucose metabolic process	3
GO_BP	GO:0006012	galactose metabolic process	5
GO_BP	GO:0006013	mannose metabolic process	3
GO_BP	GO:0006014	D-ribose metabolic process	1
GO_BP	GO:0006015	5-phosphoribose 1-diphosphate biosynthetic process	3
GO_BP	GO:0006020	inositol metabolic process	4
GO_BP	GO:0006021	inositol biosynthetic process	1
GO_BP	GO:0006024	glycosaminoglycan biosynthetic process	15
GO_BP	GO:0006027	glycosaminoglycan catabolic process	5
GO_BP	GO:0006029	proteoglycan metabolic process	2
GO_BP	GO:0006032	chitin catabolic process	3
GO_BP	GO:0006043	D-glucosamine catabolic process	2
GO_BP	GO:0006044	N-acetylglucosamine metabolic process	9
GO_BP	GO:0006046	N-acetylglucosamine catabolic process	4
GO_BP	GO:0006047	UDP-N-acetylglucosamine metabolic process	1
GO_BP	GO:0006048	UDP-N-acetylglucosamine biosynthetic process	9
GO_BP	GO:0006051	N-acetylmannosamine metabolic process	1
GO_BP	GO:0006054	N-acetylneuraminate metabolic process	2
GO_BP	GO:0006055	CMP-N-acetylneuraminate biosynthetic process	3
GO_BP	GO:0006060	D-sorbitol metabolic process	1
GO_BP	GO:0006062	D-sorbitol catabolic process	1
GO_BP	GO:0006065	UDP-glucuronate biosynthetic process	1
GO_BP	GO:0006066	alcohol metabolic process	1
GO_BP	GO:0006067	ethanol metabolic process	1
GO_BP	GO:0006068	ethanol catabolic process	3
GO_BP	GO:0006071	glycerol metabolic process	3
GO_BP	GO:0006072	glycerol-3-phosphate metabolic process	2
GO_BP	GO:0006081	aldehyde metabolic process	8
GO_BP	GO:0006084	acetyl-CoA metabolic process	3
GO_BP	GO:0006085	acetyl-CoA biosynthetic process	7
GO_BP	GO:0006086	pyruvate decarboxylation to acetyl-CoA	5
GO_BP	GO:0006089	lactate metabolic process	2
GO_BP	GO:0006090	pyruvate metabolic process	1
GO_BP	GO:0006091	generation of precursor metabolites and energy	32
GO_BP	GO:0006094	gluconeogenesis	18
GO_BP	GO:0006096	glycolytic process	17
GO_BP	GO:0006098	pentose-phosphate shunt	7
GO_BP	GO:0006099	tricarboxylic acid cycle	22
GO_BP	GO:0006101	citrate metabolic process	3
GO_BP	GO:0006102	isocitrate metabolic process	4
GO_BP	GO:0006103	2-oxoglutarate metabolic process	13
GO_BP	GO:0006104	succinyl-CoA metabolic process	5
GO_BP	GO:0006105	succinate metabolic process	2
GO_BP	GO:0006106	fumarate metabolic process	1
GO_BP	GO:0006107	oxaloacetate metabolic process	4
GO_BP	GO:0006108	malate metabolic process	8
GO_BP	GO:0006110	regulation of glycolytic process	9
GO_BP	GO:0006111	regulation of gluconeogenesis	7
GO_BP	GO:0006112	energy reserve metabolic process	6
GO_BP	GO:0006114	glycerol biosynthetic process	2
GO_BP	GO:0006119	oxidative phosphorylation	5
GO_BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	21
GO_BP	GO:0006121	mitochondrial electron transport, succinate to ubiquinone	4
GO_BP	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	5
GO_BP	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	8
GO_BP	GO:0006127	glycerol-3-phosphate shuttle	1
GO_BP	GO:0006139	nucleobase-containing compound metabolic process	19
GO_BP	GO:0006144	purine nucleobase metabolic process	2
GO_BP	GO:0006145	purine nucleobase catabolic process	1
GO_BP	GO:0006147	guanine catabolic process	1
GO_BP	GO:0006148	inosine catabolic process	1
GO_BP	GO:0006149	deoxyinosine catabolic process	1
GO_BP	GO:0006152	purine nucleoside catabolic process	1
GO_BP	GO:0006154	adenosine catabolic process	1
GO_BP	GO:0006163	purine nucleotide metabolic process	2
GO_BP	GO:0006164	purine nucleotide biosynthetic process	8
GO_BP	GO:0006166	purine ribonucleoside salvage	2
GO_BP	GO:0006167	AMP biosynthetic process	4
GO_BP	GO:0006168	adenine salvage	1
GO_BP	GO:0006171	cAMP biosynthetic process	8
GO_BP	GO:0006172	ADP biosynthetic process	2
GO_BP	GO:0006173	dADP biosynthetic process	1
GO_BP	GO:0006177	GMP biosynthetic process	4
GO_BP	GO:0006178	guanine salvage	1
GO_BP	GO:0006182	cGMP biosynthetic process	8
GO_BP	GO:0006183	GTP biosynthetic process	3
GO_BP	GO:0006185	dGDP biosynthetic process	1
GO_BP	GO:0006188	IMP biosynthetic process	2
GO_BP	GO:0006189	'de novo' IMP biosynthetic process	3
GO_BP	GO:0006195	purine nucleotide catabolic process	2
GO_BP	GO:0006196	AMP catabolic process	4
GO_BP	GO:0006198	cAMP catabolic process	1
GO_BP	GO:0006203	dGTP catabolic process	2
GO_BP	GO:0006204	IMP catabolic process	4
GO_BP	GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	3
GO_BP	GO:0006208	pyrimidine nucleobase catabolic process	1
GO_BP	GO:0006210	thymine catabolic process	2
GO_BP	GO:0006212	uracil catabolic process	1
